Statistic,Quarter,Sector,value
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q1,All Sectors,68864.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,"Agriculture, Forestry and Fishing",892.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Industry (excl. Construction),23959.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Industry - of which Manufacturing,22797.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Construction,1956.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,"Distribution, Transport, Hotels and Restaurants",8760.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Information and Communication,7633.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Financial and Insurance Activities,4070.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Real Estate Activities,4140.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,"Professional, Admin and Support Services",8506.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,"Public Admin, Education and Health",7976.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,"Arts, Entertainment and Other Services",1084.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q2,All Sectors,69772.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,"Agriculture, Forestry and Fishing",900.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Industry (excl. Construction),25425.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Industry - of which Manufacturing,24313.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Construction,1941.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,"Distribution, Transport, Hotels and Restaurants",8902.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Information and Communication,8953.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Financial and Insurance Activities,4187.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Real Estate Activities,4218.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,"Professional, Admin and Support Services",8772.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,"Public Admin, Education and Health",8064.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,"Arts, Entertainment and Other Services",1046.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q3,All Sectors,73140.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,"Agriculture, Forestry and Fishing",828.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Industry (excl. Construction),28729.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Industry - of which Manufacturing,27483.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Construction,2040.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,"Distribution, Transport, Hotels and Restaurants",9081.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Information and Communication,8526.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Financial and Insurance Activities,4185.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Real Estate Activities,4263.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,"Professional, Admin and Support Services",8907.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,"Public Admin, Education and Health",8129.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,"Arts, Entertainment and Other Services",1120.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2017Q4,All Sectors,75292.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,"Agriculture, Forestry and Fishing",777.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Industry (excl. Construction),27993.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Industry - of which Manufacturing,26808.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Construction,2084.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,"Distribution, Transport, Hotels and Restaurants",8919.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Information and Communication,9240.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Financial and Insurance Activities,4193.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Real Estate Activities,4595.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,"Professional, Admin and Support Services",8693.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,"Public Admin, Education and Health",8230.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,"Arts, Entertainment and Other Services",1129.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q1,All Sectors,77631.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,"Agriculture, Forestry and Fishing",743.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Industry (excl. Construction),27901.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Industry - of which Manufacturing,26654.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Construction,2185.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,"Distribution, Transport, Hotels and Restaurants",9124.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Information and Communication,9668.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Financial and Insurance Activities,4248.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Real Estate Activities,4666.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,"Professional, Admin and Support Services",9335.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,"Public Admin, Education and Health",8380.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,"Arts, Entertainment and Other Services",1086.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q2,All Sectors,77513.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,"Agriculture, Forestry and Fishing",760.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Industry (excl. Construction),29769.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Industry - of which Manufacturing,28582.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Construction,2167.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,"Distribution, Transport, Hotels and Restaurants",9218.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Information and Communication,10207.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Financial and Insurance Activities,4229.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Real Estate Activities,4755.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,"Professional, Admin and Support Services",9621.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,"Public Admin, Education and Health",8464.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,"Arts, Entertainment and Other Services",1169.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q3,All Sectors,79261.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,"Agriculture, Forestry and Fishing",838.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Industry (excl. Construction),29459.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Industry - of which Manufacturing,28152.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Construction,2177.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,"Distribution, Transport, Hotels and Restaurants",9240.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Information and Communication,10999.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Financial and Insurance Activities,4192.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Real Estate Activities,4850.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,"Professional, Admin and Support Services",10058.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,"Public Admin, Education and Health",8658.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,"Arts, Entertainment and Other Services",1164.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2018Q4,All Sectors,79341.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,"Agriculture, Forestry and Fishing",806.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Industry (excl. Construction),28050.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Industry - of which Manufacturing,26808.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Construction,2230.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,"Distribution, Transport, Hotels and Restaurants",9373.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Information and Communication,11572.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Financial and Insurance Activities,3931.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Real Estate Activities,4945.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,"Professional, Admin and Support Services",10257.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,"Public Admin, Education and Health",8792.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,"Arts, Entertainment and Other Services",1195.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q1,All Sectors,81550.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,"Agriculture, Forestry and Fishing",829.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Industry (excl. Construction),29844.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Industry - of which Manufacturing,28573.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Construction,2189.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,"Distribution, Transport, Hotels and Restaurants",9369.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Information and Communication,13069.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Financial and Insurance Activities,4040.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Real Estate Activities,5021.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,"Professional, Admin and Support Services",10387.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,"Public Admin, Education and Health",8893.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,"Arts, Entertainment and Other Services",1180.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q2,All Sectors,83604.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,"Agriculture, Forestry and Fishing",822.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Industry (excl. Construction),30997.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Industry - of which Manufacturing,29893.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Construction,2448.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,"Distribution, Transport, Hotels and Restaurants",9364.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Information and Communication,12767.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Financial and Insurance Activities,4383.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Real Estate Activities,5162.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,"Professional, Admin and Support Services",10453.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,"Public Admin, Education and Health",9092.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,"Arts, Entertainment and Other Services",1199.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,Statistical Discrepancy,
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q3,All Sectors,86306.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q4,"Agriculture, Forestry and Fishing",1018.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q4,Industry (excl. Construction),32808.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q4,Industry - of which Manufacturing,31443.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q4,Construction,2516.0
Gross Value Added at Current Basic Prices (Seasonally Adjusted),2019Q4,"Distribution, Transport, Hotels and Restaurants",9463.0
