Statistic,Month,NACE.Group,value
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",111.2
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",109.4
Retail Sales Index Volume Adjusted,2017 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",111.4
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of books, newspapers and stationery (4761,4762)",93.9
Retail Sales Index Volume Adjusted,2017 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",107.3
Retail Sales Index Volume Adjusted,2017 May,Motor trades (45),113.0
Retail Sales Index Volume Adjusted,2017 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",108.8
Retail Sales Index Volume Adjusted,2017 May,Department stores (4719),103.3
Retail Sales Index Volume Adjusted,2017 May,Retail sale of automotive fuel (4730),104.4
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of hardware, paints and glass (4752)",113.8
Retail Sales Index Volume Adjusted,2017 May,Retail sale of furniture and lighting (4759),129.3
Retail Sales Index Volume Adjusted,2017 May,Bars (5630),104.7
Retail Sales Index Volume Adjusted,2017 May,All retail businesses,112.1
Retail Sales Index Volume Adjusted,2017 May,"Motor trades and automotive fuel (45,4730)",112.2
Retail Sales Index Volume Adjusted,2017 May,"All retail businesses, excluding motor trades and bars",112.0
Retail Sales Index Volume Adjusted,2017 May,"All retail businesses, excluding motor trades",112.1
Retail Sales Index Volume Adjusted,2017 May,"All retail businesses, excluding motor trades, automotive fuel and bars",112.5
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of food (4711,4721 to 4729)",108.7
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",114.5
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",105.9
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",123.8
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of electrical goods (4741 to 4743,4754)",126.3
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",112.3
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",113.9
Retail Sales Index Volume Adjusted,2017 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",115.5
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of books, newspapers and stationery (4761,4762)",97.6
Retail Sales Index Volume Adjusted,2017 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",112.5
Retail Sales Index Volume Adjusted,2017 June,Motor trades (45),106.9
Retail Sales Index Volume Adjusted,2017 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",110.2
Retail Sales Index Volume Adjusted,2017 June,Department stores (4719),103.7
Retail Sales Index Volume Adjusted,2017 June,Retail sale of automotive fuel (4730),104.2
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of hardware, paints and glass (4752)",112.9
Retail Sales Index Volume Adjusted,2017 June,Retail sale of furniture and lighting (4759),130.6
Retail Sales Index Volume Adjusted,2017 June,Bars (5630),105.3
Retail Sales Index Volume Adjusted,2017 June,All retail businesses,110.7
Retail Sales Index Volume Adjusted,2017 June,"Motor trades and automotive fuel (45,4730)",105.6
Retail Sales Index Volume Adjusted,2017 June,"All retail businesses, excluding motor trades and bars",111.3
Retail Sales Index Volume Adjusted,2017 June,"All retail businesses, excluding motor trades",111.1
Retail Sales Index Volume Adjusted,2017 June,"All retail businesses, excluding motor trades, automotive fuel and bars",111.7
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of food (4711,4721 to 4729)",109.5
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",113.7
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",105.4
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",123.1
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of electrical goods (4741 to 4743,4754)",124.6
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",112.5
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",110.7
Retail Sales Index Volume Adjusted,2017 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",111.8
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of books, newspapers and stationery (4761,4762)",99.7
Retail Sales Index Volume Adjusted,2017 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",109.4
Retail Sales Index Volume Adjusted,2017 July,Motor trades (45),116.3
Retail Sales Index Volume Adjusted,2017 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",108.9
Retail Sales Index Volume Adjusted,2017 July,Department stores (4719),104.5
Retail Sales Index Volume Adjusted,2017 July,Retail sale of automotive fuel (4730),105.0
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of hardware, paints and glass (4752)",116.6
Retail Sales Index Volume Adjusted,2017 July,Retail sale of furniture and lighting (4759),132.7
Retail Sales Index Volume Adjusted,2017 July,Bars (5630),107.0
Retail Sales Index Volume Adjusted,2017 July,All retail businesses,112.6
Retail Sales Index Volume Adjusted,2017 July,"Motor trades and automotive fuel (45,4730)",117.9
Retail Sales Index Volume Adjusted,2017 July,"All retail businesses, excluding motor trades and bars",111.4
Retail Sales Index Volume Adjusted,2017 July,"All retail businesses, excluding motor trades",111.2
Retail Sales Index Volume Adjusted,2017 July,"All retail businesses, excluding motor trades, automotive fuel and bars",111.9
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of food (4711,4721 to 4729)",108.4
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",115.1
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",104.5
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",124.7
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of electrical goods (4741 to 4743,4754)",124.1
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",115.2
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",114.6
Retail Sales Index Volume Adjusted,2017 July,"Other retail sales (4753,4763 to 4765,4776 to 4778)",116.8
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of books, newspapers and stationery (4761,4762)",100.0
Retail Sales Index Volume Adjusted,2017 July,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",108.6
Retail Sales Index Volume Adjusted,2017 August,Motor trades (45),116.8
Retail Sales Index Volume Adjusted,2017 August,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",109.7
Retail Sales Index Volume Adjusted,2017 August,Department stores (4719),103.4
Retail Sales Index Volume Adjusted,2017 August,Retail sale of automotive fuel (4730),104.5
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of hardware, paints and glass (4752)",119.5
Retail Sales Index Volume Adjusted,2017 August,Retail sale of furniture and lighting (4759),132.0
Retail Sales Index Volume Adjusted,2017 August,Bars (5630),104.8
Retail Sales Index Volume Adjusted,2017 August,All retail businesses,113.2
Retail Sales Index Volume Adjusted,2017 August,"Motor trades and automotive fuel (45,4730)",115.3
Retail Sales Index Volume Adjusted,2017 August,"All retail businesses, excluding motor trades and bars",111.4
Retail Sales Index Volume Adjusted,2017 August,"All retail businesses, excluding motor trades",110.9
Retail Sales Index Volume Adjusted,2017 August,"All retail businesses, excluding motor trades, automotive fuel and bars",111.8
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of food (4711,4721 to 4729)",109.1
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",114.5
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",104.1
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",126.7
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of electrical goods (4741 to 4743,4754)",126.9
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",116.1
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",108.0
Retail Sales Index Volume Adjusted,2017 August,"Other retail sales (4753,4763 to 4765,4776 to 4778)",109.0
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of books, newspapers and stationery (4761,4762)",99.9
Retail Sales Index Volume Adjusted,2017 August,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",111.7
Retail Sales Index Volume Adjusted,2017 September,Motor trades (45),109.8
Retail Sales Index Volume Adjusted,2017 September,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",110.8
Retail Sales Index Volume Adjusted,2017 September,Department stores (4719),105.9
Retail Sales Index Volume Adjusted,2017 September,Retail sale of automotive fuel (4730),97.8
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of hardware, paints and glass (4752)",116.6
Retail Sales Index Volume Adjusted,2017 September,Retail sale of furniture and lighting (4759),134.9
Retail Sales Index Volume Adjusted,2017 September,Bars (5630),105.6
Retail Sales Index Volume Adjusted,2017 September,All retail businesses,111.1
Retail Sales Index Volume Adjusted,2017 September,"Motor trades and automotive fuel (45,4730)",110.0
Retail Sales Index Volume Adjusted,2017 September,"All retail businesses, excluding motor trades and bars",110.4
Retail Sales Index Volume Adjusted,2017 September,"All retail businesses, excluding motor trades",109.6
Retail Sales Index Volume Adjusted,2017 September,"All retail businesses, excluding motor trades, automotive fuel and bars",111.3
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of food (4711,4721 to 4729)",109.9
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",111.7
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",102.5
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",125.8
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of electrical goods (4741 to 4743,4754)",126.9
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",108.6
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",105.1
Retail Sales Index Volume Adjusted,2017 September,"Other retail sales (4753,4763 to 4765,4776 to 4778)",107.7
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of books, newspapers and stationery (4761,4762)",100.3
Retail Sales Index Volume Adjusted,2017 September,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",110.9
Retail Sales Index Volume Adjusted,2017 October,Motor trades (45),109.6
Retail Sales Index Volume Adjusted,2017 October,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",110.4
Retail Sales Index Volume Adjusted,2017 October,Department stores (4719),104.7
Retail Sales Index Volume Adjusted,2017 October,Retail sale of automotive fuel (4730),104.2
Retail Sales Index Volume Adjusted,2017 October,"Retail sale of hardware, paints and glass (4752)",117.6
Retail Sales Index Volume Adjusted,2017 October,Retail sale of furniture and lighting (4759),133.8
Retail Sales Index Volume Adjusted,2017 October,Bars (5630),103.8
Retail Sales Index Volume Adjusted,2017 October,All retail businesses,111.0
Retail Sales Index Volume Adjusted,2017 October,"Motor trades and automotive fuel (45,4730)",108.8
Retail Sales Index Volume Adjusted,2017 October,"All retail businesses, excluding motor trades and bars",111.7
Retail Sales Index Volume Adjusted,2017 October,"All retail businesses, excluding motor trades",111.1
Retail Sales Index Volume Adjusted,2017 October,"All retail businesses, excluding motor trades, automotive fuel and bars",112.2
Retail Sales Index Volume Adjusted,2017 October,"Retail sale of food (4711,4721 to 4729)",109.6
Retail Sales Index Volume Adjusted,2017 October,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",114.3
Retail Sales Index Volume Adjusted,2017 October,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",102.1
