Statistic,Month,Industry.Sector.NACE.Rev.2,value
Percentage Change over 12 months in Industrial Producer Index,2019 March,Other food products (108),3.7
Percentage Change over 12 months in Industrial Producer Index,2019 March,Manufacture of beverages (11),0.3
Percentage Change over 12 months in Industrial Producer Index,2019 March,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2019 March,Textiles (13),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 March,Wearing apparel (14),2.3
Percentage Change over 12 months in Industrial Producer Index,2019 March,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Wood and wood products, except furniture (16)",7.2
Percentage Change over 12 months in Industrial Producer Index,2019 March,Paper and paper products (17),1.5
Percentage Change over 12 months in Industrial Producer Index,2019 March,Printing and reproduction of recorded media (18),1.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2019 March,Chemicals and chemical products (20),-0.2
Percentage Change over 12 months in Industrial Producer Index,2019 March,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2019 March,Rubber and plastic products (22),2.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,Other non-metallic mineral products (23),6.6
Percentage Change over 12 months in Industrial Producer Index,2019 March,Basic metals (24),1.1
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Fabricated metal products, except machinery and equipment (25)",5.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2019 March,Electrical equipment (27),10.1
Percentage Change over 12 months in Industrial Producer Index,2019 March,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Motor vehicles, trailers and semi-trailers (29)",-2.5
Percentage Change over 12 months in Industrial Producer Index,2019 March,Other transport equipment (30),1.5
Percentage Change over 12 months in Industrial Producer Index,2019 March,Furniture (31),-0.2
Percentage Change over 12 months in Industrial Producer Index,2019 March,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2019 March,Mining and quarrying (05 to 09),-1.5
Percentage Change over 12 months in Industrial Producer Index,2019 March,Transportable goods industries (05 to 33),0.3
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Food products, beverages and tobacco (10 to 12)",1.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Manufacturing, excluding food (11 to 33)",0.2
Percentage Change over 12 months in Industrial Producer Index,2019 March,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2019 March,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2019 March,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 March,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 March,Manufacturing industries (home sales),2.8
Percentage Change over 12 months in Industrial Producer Index,2019 March,Manufacturing industries (export sales),0.3
Percentage Change over 12 months in Industrial Producer Index,2019 March,Manufacturing industries (10 to 33),0.4
Percentage Change over 12 months in Industrial Producer Index,2019 March,Repair and installation of machinery and equipment (33),
Percentage Change over 12 months in Industrial Producer Index,2019 March,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.2
Percentage Change over 12 months in Industrial Producer Index,2019 April,Food products (10),2.1
Percentage Change over 12 months in Industrial Producer Index,2019 April,Meat and meat products (101),-1.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Fish, crustaceans and molluscs (102)",9.8
Percentage Change over 12 months in Industrial Producer Index,2019 April,Fruit and vegetables (103),5.7
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Vegetable, animal oils and fats (104)",-1.5
Percentage Change over 12 months in Industrial Producer Index,2019 April,Dairy products (105),-7.4
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Grain mill and starch products, prepared animal feeds (106,109)",3.7
Percentage Change over 12 months in Industrial Producer Index,2019 April,Bakery and farinaceous products (107),1.0
Percentage Change over 12 months in Industrial Producer Index,2019 April,Other food products (108),5.4
Percentage Change over 12 months in Industrial Producer Index,2019 April,Manufacture of beverages (11),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 April,Tobacco products (12),
Percentage Change over 12 months in Industrial Producer Index,2019 April,Textiles (13),0.8
Percentage Change over 12 months in Industrial Producer Index,2019 April,Wearing apparel (14),2.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,Leather and related products (15),0.0
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Wood and wood products, except furniture (16)",7.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,Paper and paper products (17),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 April,Printing and reproduction of recorded media (18),0.2
Percentage Change over 12 months in Industrial Producer Index,2019 April,Coke and refined petroleum products (19),
Percentage Change over 12 months in Industrial Producer Index,2019 April,Chemicals and chemical products (20),-0.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,Basic pharmaceutical products and preparations (21),
Percentage Change over 12 months in Industrial Producer Index,2019 April,Rubber and plastic products (22),1.2
Percentage Change over 12 months in Industrial Producer Index,2019 April,Other non-metallic mineral products (23),7.6
Percentage Change over 12 months in Industrial Producer Index,2019 April,Basic metals (24),0.4
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Fabricated metal products, except machinery and equipment (25)",3.5
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Computer, electronic and optical products (26)",
Percentage Change over 12 months in Industrial Producer Index,2019 April,Electrical equipment (27),9.5
Percentage Change over 12 months in Industrial Producer Index,2019 April,Machinery and equipment n.e.c. (28),
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Motor vehicles, trailers and semi-trailers (29)",-2.6
Percentage Change over 12 months in Industrial Producer Index,2019 April,Other transport equipment (30),1.4
Percentage Change over 12 months in Industrial Producer Index,2019 April,Furniture (31),0.6
Percentage Change over 12 months in Industrial Producer Index,2019 April,Other manufacturing (32),
Percentage Change over 12 months in Industrial Producer Index,2019 April,Mining and quarrying (05 to 09),3.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,Transportable goods industries (05 to 33),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Food products, beverages and tobacco (10 to 12)",1.9
Percentage Change over 12 months in Industrial Producer Index,2019 April,"Manufacturing, excluding food (11 to 33)",0.7
Percentage Change over 12 months in Industrial Producer Index,2019 April,Intermediate goods (except energy),
Percentage Change over 12 months in Industrial Producer Index,2019 April,Capital goods,
Percentage Change over 12 months in Industrial Producer Index,2019 April,Durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 April,Non-durable consumer goods,
Percentage Change over 12 months in Industrial Producer Index,2019 April,Manufacturing industries (home sales),2.3
Percentage Change over 12 months in Industrial Producer Index,2019 April,Manufacturing industries (export sales),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 April,Manufacturing industries (10 to 33),0.9
Percentage Change over 12 months in Industrial Producer Index,2019 April,Repair and installation of machinery and equipment (33),
