,Statistic,Month,NACE.Rev.2.Sector,value
6937,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2022M12,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",4.0
6938,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2022M12,Wholesale Trade (46),0.2
6939,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2022M12,Accommodation (55),3.1
6940,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2022M12,"Food Service Activities (561, 562)",4.0
6941,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),4.4
6942,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Transportation & Storage (H),5.0
6943,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Accommodation & Food Service Activities (I),0.1
6944,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Information & Communication (J),-3.3
6945,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,"Professional, Scientific & Technical Activities (M)",3.9
6946,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Administrative & Support Service Activities (N (excl. 7735)),1.0
6947,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,"Other Service Activities (L, 92, 93, 95, 96)",2.0
6948,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-0.1
6949,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Wholesale Trade (46),6.0
6950,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,Accommodation (55),-3.1
6951,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M01,"Food Service Activities (561, 562)",0.6
6952,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),0.2
6953,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Transportation & Storage (H),-5.7
6954,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Accommodation & Food Service Activities (I),0.0
6955,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Information & Communication (J),2.9
6956,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,"Professional, Scientific & Technical Activities (M)",-1.6
6957,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Administrative & Support Service Activities (N (excl. 7735)),0.3
6958,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,"Other Service Activities (L, 92, 93, 95, 96)",-2.1
6959,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",1.9
6960,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Wholesale Trade (46),-2.2
6961,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,Accommodation (55),5.7
6962,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M02,"Food Service Activities (561, 562)",-0.6
6963,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-3.3
6964,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Transportation & Storage (H),2.0
6965,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Accommodation & Food Service Activities (I),-1.7
6966,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Information & Communication (J),0.5
6967,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,"Professional, Scientific & Technical Activities (M)",1.1
6968,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Administrative & Support Service Activities (N (excl. 7735)),-0.1
6969,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,"Other Service Activities (L, 92, 93, 95, 96)",0.6
6970,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",0.9
6971,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Wholesale Trade (46),-7.5
6972,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,Accommodation (55),-2.5
6973,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M03,"Food Service Activities (561, 562)",2.2
6974,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),5.2
6975,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Transportation & Storage (H),5.0
6976,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Accommodation & Food Service Activities (I),2.6
6977,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Information & Communication (J),1.3
6978,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,"Professional, Scientific & Technical Activities (M)",1.6
6979,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Administrative & Support Service Activities (N (excl. 7735)),-1.9
6980,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,"Other Service Activities (L, 92, 93, 95, 96)",-2.5
6981,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",0.6
6982,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Wholesale Trade (46),5.0
6983,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,Accommodation (55),-0.7
6984,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M04,"Food Service Activities (561, 562)",-2.3
6985,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-4.2
6986,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Transportation & Storage (H),0.9
6987,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Accommodation & Food Service Activities (I),-0.6
6988,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Information & Communication (J),-0.7
6989,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,"Professional, Scientific & Technical Activities (M)",0.9
6990,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Administrative & Support Service Activities (N (excl. 7735)),0.0
6991,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,"Other Service Activities (L, 92, 93, 95, 96)",-2.4
6992,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",0.2
6993,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Wholesale Trade (46),-0.1
6994,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,Accommodation (55),-2.6
6995,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M05,"Food Service Activities (561, 562)",1.2
6996,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),0.2
6997,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Transportation & Storage (H),3.1
6998,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Accommodation & Food Service Activities (I),2.3
6999,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Information & Communication (J),1.0
7000,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,"Professional, Scientific & Technical Activities (M)",0.2
7001,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Administrative & Support Service Activities (N (excl. 7735)),1.4
7002,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,"Other Service Activities (L, 92, 93, 95, 96)",-6.4
7003,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",0.8
7004,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Wholesale Trade (46),0.4
7005,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,Accommodation (55),1.0
7006,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M06,"Food Service Activities (561, 562)",1.6
7007,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-0.3
7008,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Transportation & Storage (H),-4.5
7009,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Accommodation & Food Service Activities (I),-2.6
7010,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Information & Communication (J),4.8
7011,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,"Professional, Scientific & Technical Activities (M)",-4.6
7012,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Administrative & Support Service Activities (N (excl. 7735)),-2.8
7013,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,"Other Service Activities (L, 92, 93, 95, 96)",-1.2
7014,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-0.1
7015,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Wholesale Trade (46),2.4
7016,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,Accommodation (55),-1.1
7017,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M07,"Food Service Activities (561, 562)",-2.0
7018,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-0.3
7019,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Transportation & Storage (H),3.6
7020,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Accommodation & Food Service Activities (I),-1.0
7021,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Information & Communication (J),0.7
7022,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,"Professional, Scientific & Technical Activities (M)",2.2
7023,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Administrative & Support Service Activities (N (excl. 7735)),1.0
7024,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,"Other Service Activities (L, 92, 93, 95, 96)",-2.8
7025,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",0.5
7026,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Wholesale Trade (46),-1.2
7027,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,Accommodation (55),3.6
7028,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M08,"Food Service Activities (561, 562)",-1.7
7029,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-1.7
7030,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,Transportation & Storage (H),1.2
7031,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,Accommodation & Food Service Activities (I),0.4
7032,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,Information & Communication (J),5.2
7033,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,"Professional, Scientific & Technical Activities (M)",-5.0
7034,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,Administrative & Support Service Activities (N (excl. 7735)),-0.4
7035,Percentage Change over 1 month for Services Index Volume (Seasonally Adjusted),2023M09,"Other Service Activities (L, 92, 93, 95, 96)",0.4
