Statistic,Quarter,Sectors,value
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Imports of Goods and Services (excluding Factor Income Flows),0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Gross Domestic Product at Market Prices,11.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Gross National Product at Market Prices,17.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2016Q4,Modified Final Domestic Demand,0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Personal Expenditure on Consumer Goods and Services,1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Gross Domestic Fixed Capital Formation,-43.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Exports of Goods and Services (excluding Factor Income Flows),2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Imports of Goods and Services (excluding Factor Income Flows),-13.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Gross Domestic Product at Market Prices,-4.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Gross National Product at Market Prices,-7.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q1,Modified Final Domestic Demand,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Personal Expenditure on Consumer Goods and Services,-0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Gross Domestic Fixed Capital Formation,229.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Exports of Goods and Services (excluding Factor Income Flows),0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Imports of Goods and Services (excluding Factor Income Flows),55.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Gross Domestic Product at Market Prices,3.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Gross National Product at Market Prices,2.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q2,Modified Final Domestic Demand,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Personal Expenditure on Consumer Goods and Services,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Gross Domestic Fixed Capital Formation,-72.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Exports of Goods and Services (excluding Factor Income Flows),4.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Imports of Goods and Services (excluding Factor Income Flows),-36.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Gross Domestic Product at Market Prices,3.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Gross National Product at Market Prices,7.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q3,Modified Final Domestic Demand,0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Personal Expenditure on Consumer Goods and Services,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Gross Domestic Fixed Capital Formation,-5.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Exports of Goods and Services (excluding Factor Income Flows),9.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Imports of Goods and Services (excluding Factor Income Flows),2.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Gross Domestic Product at Market Prices,5.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Gross National Product at Market Prices,2.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2017Q4,Modified Final Domestic Demand,1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Personal Expenditure on Consumer Goods and Services,2.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross Domestic Fixed Capital Formation,15.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Exports of Goods and Services (excluding Factor Income Flows),-3.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Imports of Goods and Services (excluding Factor Income Flows),1.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross Domestic Product at Market Prices,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross National Product at Market Prices,-1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Modified Final Domestic Demand,2.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Personal Expenditure on Consumer Goods and Services,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross Domestic Fixed Capital Formation,8.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Exports of Goods and Services (excluding Factor Income Flows),5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Imports of Goods and Services (excluding Factor Income Flows),5.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross Domestic Product at Market Prices,3.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross National Product at Market Prices,5.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Modified Final Domestic Demand,1.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Personal Expenditure on Consumer Goods and Services,-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross Domestic Fixed Capital Formation,8.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Exports of Goods and Services (excluding Factor Income Flows),0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Imports of Goods and Services (excluding Factor Income Flows),6.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross Domestic Product at Market Prices,-0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross National Product at Market Prices,-1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Modified Final Domestic Demand,-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Personal Expenditure on Consumer Goods and Services,-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,-1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross Domestic Fixed Capital Formation,97.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Exports of Goods and Services (excluding Factor Income Flows),4.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Imports of Goods and Services (excluding Factor Income Flows),26.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross Domestic Product at Market Prices,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross National Product at Market Prices,-3.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Modified Final Domestic Demand,-1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Personal Expenditure on Consumer Goods and Services,4.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross Domestic Fixed Capital Formation,-52.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Exports of Goods and Services (excluding Factor Income Flows),0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Imports of Goods and Services (excluding Factor Income Flows),-17.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross Domestic Product at Market Prices,1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross National Product at Market Prices,5.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Modified Final Domestic Demand,2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Personal Expenditure on Consumer Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross Domestic Fixed Capital Formation,231.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Exports of Goods and Services (excluding Factor Income Flows),2.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Imports of Goods and Services (excluding Factor Income Flows),53.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross Domestic Product at Market Prices,2.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross National Product at Market Prices,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Modified Final Domestic Demand,0.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Personal Expenditure on Consumer Goods and Services,-1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Gross Domestic Fixed Capital Formation,-65.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Exports of Goods and Services (excluding Factor Income Flows),3.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Imports of Goods and Services (excluding Factor Income Flows),-28.6
